ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
728|Alert Notice 728: V510 Ori coverage needed for HST observations|Dr. Fred Walter|Further to AAVSO Alert Notice 725, Dr. Fred Walter (Stony Brook University) informs us that the T Tau star V510 Ori, one of the targets in his campaign on Northern T Tauri stars, will be re-observed with the Hubble Space Telescope.|N/A|V510 Ori|2021-02-03|2021-02-15|Archived
732|Alert Notice 732: Observations requested for eclipsing binary ASASSN-21co|Dr. Stella Kafka|Dr. Stella Kafka (AAVSO) requests observers' assistance in monitoring the long period eclipsing binary ASASSN-21co.|ASAS-SN data show that an eclipse started between 2021 February 10 and 12. Observations are requested to begin immediately in order to capture early features of the eclipse. Color photometry (all filters) is requested, as is spectroscopy of all resolutions. Visual observations are welcome. Please continue to monitor ASASSN-21co at least until after it has returned to maximum. Continued coverage may be requested after the eclipse is over.|ASASSN-21co|2021-03-02|2021-03-03|Archived
733|Alert Notice 733: HST observing schedule for TW Hya|Dr. Fred Walter (Stony Brook University)|Observations of the T Tau star TW Hya will take place from March 9, 2021 to March 18, 2021. The goal is to establish trends and periodicities. Post-HST observations through April 5 are requested at a lower cadence, with one observation per night.|TW Hya is being observed as part of the ODYSSEUS pre-main sequence star program that is underway. The campaign aims to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|TW Hya|2021-03-09|2021-03-18|Archived
731|Alert Notice 731: Monitoring needed for TW Hya for HST and TESS observations|Dr. Fred Walter (Stony Brook University)|Dr. Walter requests AAVSO assistance in providing multicolor CCD photometry of the T Tau star TW Hya in support of upcoming HST and TESS observations.|Understanding the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems. Ground-based optical photometry is needed to place the TESS magnitudes in context.|TW Hya|2021-03-01|2021-04-05|Archived
737|Alert Notice 737: HST observing schedule for TW Hya - final set of observations|Dr. Fred Walter|HST observations of the T Tau star TW Hya. Observations are requested in four bands (B,V and either Cousins RI (preferred) or Sloan ri). TW Hya is being observed as part of the ODYSSEUS pre-main sequence star program that is underway.|Campaign is to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|TW Hya|2021-04-05|2021-04-08|Archived
633|Alert Notice 633: Nova outburst of V392 Per = TCP J04432130+4721280|N/A|Note: V392 Per still has not returned to its pre-outburst magnitude. Please continue multicolor observations at least until it fades to V~16.5.|N/A|V392 Per = TCP J04432130+4721280|2018-04-30|2021-04-20|Archived
741|Alert Notice 741: Southern T Tau Stars campaign in support of HST and TESS observations|Dr. Fred Walter|Dr. Fred Walter (Stony Brook University) requests AAVSO observers to monitor 17 Southern T Tau stars in support of a multi-site multiwavelength campaign, including observations by HST and TESS, being carried out in April - June 2021. An 18th star is included in this request and is being observed by TESS although not by HST.|ODYSSEUS is an international collaborative campaign to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|CHX 18N; HM Lup; GQ Lup; GW Lup; NSV 20416; Sz 76; NSV 20359; NSV 18716; XX Cha; GX Cha; IN Cha; T Cha; SZ Cha; TW Cha; SSTc2d J160000.6-422158; NSV 20468; NSV 20520; RU Lup|2021-04-01|2021-06-30|Archived
743|Alert Notice 743: V603 Aql photometry and spectroscopy requested|John Myles, Dr. Graeme White, Prof. Bradley Carter, David Platz|John Myles, Dr. Graeme White, Prof. Bradley Carter (University of Southern Queensland), and David Platz (School of Astronomy & Astrophysics, Queensland) have requested AAVSO observers' assistance in obtaining photometry and spectroscopy of the classical nova V603 Aql (N Aql 1918).|The purpose of this campaign is to continue the photometric study of this object. The last observational campaign on this object was in 2013...Of particular interest is the behaviour of the photometric period (superhump) associated with this object. These observations will form part of a study of the superhump phenomena exhibited by V603 Aql since it was first found in the system light curves in the early 1980’s. The system displays both negative (shorter than orbital period) and positive (longer than orbital period) superhumps. Studies of this phenomena have shown the prominent photometric period to drift between positive and negative. The confirmation of which period is currently dominant gives insight into the accretion disk mechanics at play and the relationship of the white dwarf star and its donor. This [campaign] will also form part of an educational program for the School of Astronomy & Astrophysics in regional Queensland.|V603 Aql|2021-05-11|2021-06-30|Archived
748|Alert Notice 748: Observations needed now for re-scheduled HST targets|Dr. Fred Walter|Observations of two targets, previously put on hold, have been rescheduled. CCD filtered photometry (BVRI, V in particular) is requested now through specified dates.|N/A|NSV 20468 (Sz 130); SSTc2d J160000.6-422158|2021-07-21|2021-07-23|Archived
751|Alert Notice 751: RU Lup and BP Tau to be observed by HST and XMM-Newton|Dr. Frederick Walter|Dr. Frederick Walter (Stony Brook University) requests AAVSO observers' assistance in monitoring the classical T Tau stars RU Lup and BP Tau in support of observations with HST and XMM-Newton scheduled for August and September 2021.|The HST will monitor the pre-main sequence stars RU Lup and BP Tau, obtaining 12 sets of ultra-violet spectra spread over roughly three rotation periods for each star. The window for RU Lup is August 10-20; the window for BP Tau is August 20 - September 12. Five of the RU Lup observations will be simultaneous with X-ray observations from XMM. Neither target will be observed simultaneously with TESS, so ground-based observations are critical if we are to place the HST and XMM observations in a long-term context.|RU Lup; BP Tau|2021-08-10|2021-09-12|Archived
757|Alert Notice 757: Deep fade of V1117 Her|Michael Poxon|AAVSO Young Stellar Object (YSO) Section leader Michael Poxon (Great Plumstead, Norfolk, UK) requests coverage of the YSO V1117 Her beginning immediately.|AAVSO observer John Pickett (PKT, Corona, AZ) has observed that the anomalous UXOR V1117 HER 'has faded over two magnitudes, apparently overnight'. His observations as of 2021 October 19.0833 UT have it at 15.029 TG +-0.17, down from 12.800 on Oct. 10. Observations of this important object are especially valuable as it begins to lose altitude from mid-northern latitudes.|V1117 Her|2021-10-22|2021-10-23|Archived
756|Alert Notice 756: GM Aur being observed by HST and TESS|Dr. Frederick Walter|Dr. Frederick Walter (Stony Brook University) requests AAVSO observers' assistance in monitoring the classical T Tau star GM Aur in support of observations with HST and TESS scheduled for October-November 2021.|Part V of the ODYSSEUS pre-main sequence star program starts this month. ODYSSEUS is an international collaborative campaign to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|GM Aur; 2MASS J04551015+3021333|2021-10-13|2021-11-01|Archived
759|Alert Notice 759: Outburst of T Tau star V347 Aur|Michael Poxon|AAVSO Young Stellar Object (YSO) Section leader Michael Poxon (Great Plumstead, Norfolk, UK) requests coverage of the YSO V347 Aur beginning immediately.|The T Tauri object V347 Aur is apparently having a major outburst. AAVSO observer John Pickett recorded a rise to 12.485 TG on 2021 Nov. 04.26806 UT from from its minimum of 15.445 TG on Oct. 27.28056 UT.|V347 Aur|2021-11-04|2021-11-05|Archived
761|Alert Notice 761: Monitoring b Per eclipse in December 2021|Dr. Donald F. Collins|Dr. Donald F. Collins (AAVSO member), Dr. Robert Zavala (US Naval Observatory, Flagstaff Station), Jason Sanborn (Lowell Observatory), and Dr. Anatoly Miroshnichenko (University N. Carolina, Greensboro) have requested high time-resolved observations of the bright star b Persei during the upcoming predicted primary eclipse of the AB inner pair. The mid-eclipse prediction is centered on December 23.4 ± .5 UT. The observation window should last about 2 weeks: December 16, 2021, to December 30, 2021. It is important that observers observe several long time-series observations both before and after the eclipse as well as all parts of the eclipse.|The b Persei system (HD 26961, HIP 20070, HR 1324, SAO 24531) consists of three stars in a hierarchical system. The A and B components are close-orbiting (1.5237 d period) in a low-inclined orbit that exhibits ellipsoidal variation: ~0.06 peak-to-peak magnitude variation centered on magnitude 4.6 with no eclipses (Stebbins 1923). The brightest star of the pair is spectral class A2V. Radial velocity studies (Hill et al. 1976) determined the existence of the third star that orbits the AB pair with a period of about 702 days in a highly eccentric orbit.|b Persei|2021-12-16|2021-12-30|Archived
504|Alert Notice 504: Epsilon Aur monitoring during predicted pulsation phase|Dr. Robert Stencel|The University of Denver Astronomy Program's Dr. Robert Stencel has requested AAVSO observers to monitor epsilon Aurigae. There is reportedly a coherent phenomenon of pulsation occurring at roughly 1/3 of the 27.1-year orbital period which may have already begun. CCD, DSLR, or PEP photometry can detect the small amplitude variations. V filter is strongly recommended; U observations would also be very valuable, as would coverage in B and R.|Additional data can help deduce whether these events are internal to the F star, or externally-driven by tidal interaction with the companion star. Over 700 observers worldwide submitted over 20,000 multicolor observations to the AAVSO International Database for this project.|EPS AUR|2014-09-17|2021-12-31|Archived
763|Alert Notice 763: V505 Ori to be observed with HST - coverage needed now|Dr. Frederick Walter|Verses of the YSO V505 Ori, one of the targets in the ULLYSES/ODYSSEUS campaign, is scheduled for HST observation. AAVSO observers are requested to assist in multicolor monitoring of this pre-main sequence target prior, during and following the HST observations.|Positive V observation is essential 24 hours before the scheduled start time of HST observations for the HST team to make a go/no-go decision. A previous observation attempt for V505 Ori scheduled in December 2020 was postponed due to a two-magnitude fading of the target in B data gathered by AAVSO observers.|V505 Ori|2022-01-03|2022-01-09|Archived
760|Alert Notice 760: GM Aur and V1204 Tau to be observed with HST|Dr. Frederick Walter|HST observations of two targets (GM Aur, V1204 Tau) in the ULLYSES/ODYSSEUS campaign have been scheduled. AAVSO observers' assistance is requested in monitoring these pre-main sequence targets before, during, and after the HST observations.|A positive V observation is crucial 24 hours before the scheduled start time to allow the HST team to make a go/nogo decision.|GM Aur; V1204 Tau|2021-12-02|2022-01-14|Archived
766|Alert Notice 766: V1204 Tau observations needed now for HST coverage|Dr. Frederick Walter|HST observations of V1204 Tau have been scheduled for 2022 January 18 04:30-11:40 UT. AAVSO observers' assistance is requested in monitoring this pre-main sequence target before, during, and after the HST observations.|The observations are part of the ULLYSES/ODYSSEUS campaign, to gather more information on T Tauri star targets.|V1204 Tau|2022-01-14|2022-01-19|Archived
762|Alert Notice 762: YZ LMi to be observed with HST - coverage needed now|Dr. Anna Francesca Pala|The SU UMa-type dwarf nova YZ LMi will be observed by the Hubble Space Telescope on December 30, 2021. Coverage is requested to begin immediately and continue through January 20, 2022. Please observe YZ LMi a few times per night through December 30, then nightly until January 21.|To assess quiescence, time-series observations, spectroscopy, and observations before the HST schedule is critical. The object's behaviour during this period is critical for the HST team's go-nogo decision.|YZ LMi|2021-12-21|2022-01-20|Archived
767|Alert Notice 767: Coverage needed now for CSS_J024048.5+195227 in support of HST observations|Dr. Peter Garnavich|Dr. Peter Garnavich (University of Notre Dame) and colleagues request AAVSO observers' assistance in monitoring the cataclysmic variable CSS_J024048.5+195227 in support of HST observations scheduled for 2022 03 February 01:32:35 - 08:47:50 UT.|CSS_J024048.5+195227 is the second known “propeller” cataclysmic variable (AE Aqr is the other). In a propeller CV, gas donated by the cool secondary star is prevented from forming an accretion disk by the spinning, magnetic white dwarf. Instead, the drag force of the spinning field accelerates the donated gas and ejects it from the system.|CSS_J024048.5+195227|2022-01-30|2022-02-04|Archived
765|Alert Notice 765: GP Com HST schedule moved forward|Dr. Anna Francesca Pala|Dr. Anna Francesca Pala (European Space Agency, ESAC, Spain) informs us that the Hubble Space Telescope observations of the cataclysmic variable GP Com have been moved forward to January 18, 2022. Coverage is requested from now through February 12, 2022. Please observe GP Com a few times per night through January 18, then nightly through February 12.|Dr. Pala writes: 'We know that some observers carry out time-series observations and also spectroscopy, and we welcome any additional contributions. Nonetheless the monitoring to assess quiescence should have the highest priority since, without it, there is the risk to lose the allocated orbits. In case of time-series observations, an uninterrupted light curve in a single filter (preferably B or V) would be better than alternating with different filters. CV observations can still be useful but V-filter observations should be the priority (whenever possible). DSLR observations, particularly if they are transformed to V, will be useful and are welcome. Visual observations will also be very valuable.'|GP Com|2022-01-18|2022-02-12|Archived
764|Alert Notice 764: GP Com to be observed with HST|Dr. Anna Francesca Pala|The cataclysmic variable GP Com will be observed by the Hubble Space Telescope on January 21, 2022. Coverage is requested to begin immediately and continue through February 15, 2022.|Observations are needed for the HST team can make a go-nogo decision. The highest priority is the monitoring to assess quiescence.|GP Com|2022-01-21|2022-02-15|Archived
769|Alert Notice 769: V704 And in low state - to be observed by HST|Dr. Anna Francesca Pala|Dr. Anna Francesca Pala informs us that Target-of-Opportunity observations with the Hubble Space Telescope have been scheduled for the VY Scl novalike cataclysmic variable V704 And, which has gone into its low state.|These data will be used to confirm that the HST observations will indeed be obtained while the target is still in low state and it is safe to be observed with COS.|V704 And|2022-02-11|2022-02-22|Archived
768|Alert Notice 768: V1239 Her to be observed with HST|Dr. Anna Francesca Pala|The target object V1239 Her will be observed by the Hubble Space Telescope on 2022-02-15. Coverage of V1239 Her is requested to begin now and continue through 2022-03-07.|The coverage is crucial to make a go-nogo decision before the scheduled HST time.|V1239 Her|2022-01-31|2022-03-07|Archived
774|Alert Notice 774: TW Hya being observed by HST now - observations needed|Dr. Frederick Walter|Dr. Frederick Walter (Stonybrook University) informs us that the final schedule for HST observations of the YSO TW Hya has been announced and observations are underway.|It is important to get single BVRI sequences each night, but longer sets of data would be useful if they can be obtained simultaneously with the HST observations.|TW Hya|2022-03-31|2022-04-10|Archived
770|Alert Notice 770: 4 T Tau stars to be observed by HST - EL Cha observations needed urgently now|Dr. Frederick Walter (Stonybrook University)|Assistance in monitoring four T Tau stars in support of HST observations scheduled for March-April 2022.|As part of the HST ULLYSES program, the HST is scheduled to obtain UV spectra of a number of accreting T Tauri stars in the coming weeks.|EL Cha; DI Cha; SY Cha; TW Hya|2022-02-28|2022-04-15|Archived
772|Alert Notice 772: V493 Gem to be observed by HST|Dr. Anna Francesca Pala|The cataclysmic variable V493 Gem (aka ASASSN-14mv) will be observed by the Hubble Space Telescope on 2022 March 25 09:48:13 - 23:55:31 UT|N/A|V493 Gem|2022-03-18|2022-04-15|Archived
776|Alert Notice 776: Coverage of 6 YSOs needed in May for HST observations|Dr. Frederick Walter (Stonybrook University)|AAVSO observers are requested to assist in monitoring six T Tau stars in support of HST observations scheduled for May 2022. As part of the HST ULLYSES program (which is part of the larger ODYSSEUS program), the HST is scheduled to obtain UV spectra of these accreting T Tauri stars. Both BVRI photometry would be helpful to interpret the UV spectra.|The HST is scheduled to obtain UV spectra of these accreting T Tauri stars. It would be helpful to have BVRI photometry for them in order to help interpret the UV spectra.|SSTc2d J161344.1-373646 (Sco); V1279 Sco; WZ Cha; VZ Cha; Sz 84 (Lup); Sz 97 (Lup)|2022-04-29|2022-05-14|Archived
775|Alert Notice 775: GP Com observations needed now for HST coverage|Dr. Anna Francesca Pala|The cataclysmic variable GP Com will be observed by the Hubble Space Telescope on April 29-30, 2022. Coverage is requested from now through May 20. Observations from tonight and tomorrow night are crucial.|Observations are needed to assess quiescence and make a go-nogo decision for the Hubble Space Telescope observation. Monitoring to assess quiescence should have the highest priority since, without it, there is the risk to lose the allocated orbits.|GP Com|2022-04-27|2022-05-20|Archived
777|Alert Notice 777: EH Lib observations needed now to correlate with spectroscopy|Dr. Eric Hintz, Jarrod Hansen, Scott Call|Spectroscopic observations of the delta Sct variable EH Lib are being obtained for a Master's Thesis research project. Coverage is requested beginning immediately and continuing through June 15. Key nights for observations are June 08-09 and June 09-10.|This overall project is about one-half of a Master's Thesis project. Being able to compare the spectroscopy to photometric measurements will greatly enhance the final thesis.|EH Lib|2022-06-06|2022-06-15|Archived
778|Alert Notice 778: RY Ser observations needed now for HST coverage|Dr. Anna Francesca Pala|Further to AAVSO Alert Notice 758, Dr. Anna Francesca Pala (European Space Agency, ESAC, Spain) informs us that the dwarf nova RY Ser will be observed by the Hubble Space Telescope on June 10, 2022.|Dr. Pala writes: We know that some observers carry out time-series observations and also spectroscopy, and we welcome any additional contributions. Nonetheless the monitoring to assess quiescence should have the highest priority since, without it, there is the risk to lose the allocated orbits.|RY Ser|2022-06-06|2022-06-17|Archived
780|Alert Notice 780: Observations needed for four YSO targets being observed with HST||Assistance in monitoring four T Tau stars in support of HST observations scheduled for June 16 - 19.|The HST is scheduled to obtain UV spectra of these accreting T Tauri stars. It would be helpful to have BVRI photometry for them in order to help interpret the UV spectra.|IM Lup; RX J1556.1-3655 (Lup); Sz 100 (Sco); Sz 104 (Sco)|2022-06-14|2022-06-23|Archived
782|Alert Notice 782: V908 Sco being observed with HST||Monitoring of the T Tau star V908 Sco (= Sz 114) is needed in support of HST observations. It would be helpful to have BVRI photometry to help interpret the UV spectra obtained by HST.|NA|V908 Sco|2022-07-05|2022-07-10|Archived
787|Alert Notice 787: V485 Aqr being observed by HST this week||Dr. Anna Francesca Pala (European Space Agency, ESAC, Spain) informs us that the Hubble Space Telescope will observe the dwarf nova V485 Aqr|The HST observations are crucial to assess the safety of the target for the HST detectors.|V485 Aqr|2022-07-25|2022-07-26|Archived
783|Alert Notice 783: V485 Aqr and UU Aql are HST targets in July and August||The Hubble Space Telescope will observe the dwarf novae V485 Aqr in July and UU Aql in August 2022.|A positive V measurement 24 hours before the scheduled HST time is crucial so the HST team can make a go-no go decision. A minimum SNR~20 is requested.|V485 Aqr; UU Aql|2022-07-05|2022-08-19|Archived
788|Alert Notice 788: RU Lup monitoring needed for HST observations||Stony Brook University requests AAVSO observers' assistance in monitoring the classical T Tau star RU Lup in support of observations with HST scheduled for August 10-20, 2022.|This time RU Lup will not be observed simultaneously with TESS, so ground-based observations are critical if we are to place the HST observations in a long-term context.|RU Lup|2022-08-01|2022-08-21|Archived
753|Alert Notice 753: Monitoring requested for seven intermediate polars|Ava Covington, Dr. Aarran Shaw|Monitoring of seven intermediate polar cataclysmic variables over the next year.|Observe the objects for better coverage over sufficient timescales to detect if they enter a “low state”. This will allow triggering of programs on Chandra and XMM-Newton to observe the X-ray emission, which will lead to a better understanding of properties of the white dwarf. The observations will also help analyse temporal signatures to build a picture of dominant accretion mechanisms causing the dips in magnitude.|V515 And; DW Cnc; DO Dra; V1223 Sgr; 1RXS J213344.1+510725; V1025 Cen; AO Psc|2021-08-23|2022-08-23|Archived
790|Alert Notice 790: ASASSN-14cn to be observed with HST||Observation of the cataclysmic variable ASASSN-14cn (Dra) with the Hubble Space Telescope on September 01-02, 2022.|To assess the safety of the target for the HST detectors, it will be crucial to have a positive V measurement 24 hours prior to the scheduled HST time.|ASASSN-14cn|2022-08-27|2022-09-05|Archived
758|Alert Notice 758: Monitoring requested for 11 dwarf novae in support of HST observations in 2021-2022|Drs. Anna Francesca Pala and Thomas Kupfer|On behalf of a large consortium of astronomers, have requested AAVSO observers' assistance in monitoring 11 dwarf nova cataclysmic variables in support of observations with the Hubble Space Telescope. Coverage is requested to begin immediately and continue through September 2022.|Accreting white dwarfs are ideal laboratories in which to test the models of compact binary evolution. We are carrying out a large program with the Cosmic Origin Spectrograph (COS), onboard the Hubble Space Telescope (HST), to obtain ultraviolet spectroscopy of 43 accreting white dwarfs, with the aim to accurately measure their effective temperatures, masses and accretion rates.|CH UMa; YZ LMi; GP Com; V1239 Her; V493 Gem; SDSS J154453.60+255348.8 (CrB); RY Ser; SDSS J190817.07+394036.4 (Lyr); UU Aql; V485 Aqr; ASASSN-14cn (Dra)|2021-11-01|2022-09-30|Archived
791|Alert Notice 791: Anticipated secondary eclipse of b Per centered on September 29 2022 UT||Time-resolved observations of the bright star b Persei during the upcoming predicted secondary eclipse of the third star as it passes behind the AB inner pair.|These consist of primary eclipses (the third star partially blocks the light from the close orbiting pair) and secondary eclipses (the close-orbiting pair partially or fully block the light of the third star).|b Persei|2022-09-19|2022-10-08|Archived
795|Alert Notice 795: FO Aqr monitoring requested now for HST observations||University of Notre Dame scientists are requesting for AAVSO observers' help in monitoring variable FO Aqr in support of upcoming HST observations.|The campaign is essential for the support of the Hubble Space Telescope observations of FO Aqr. The detector could be damaged if FO Aqr is significantly brighter than normal. Additionally, FO Aqr has gone through a series of low states since 2016 which prompted the new observations by HST. An understanding of the optical brightness of FO Aqr around the time of the UV spectra will help interpret the results.|FO Aqr|2022-10-18|2022-10-19|Archived
799|Alert Notice 799: ZTF18acxhphf being observed with HST this week||Observations of the cataclysmic variable ZTF18acxhphf (Aqr) have been scheduled with the Hubble Space Telescope.|The target is in quiescence and any data collected during this observation period will be very helpful to assess the safety of the target for the Hubble Space Telescope detector.|ZTF18acxhphf|2022-11-17|2022-11-18|Archived
800|Alert Notice 800: Photometry needed for five YSO stars in support of spectroscopy|Ruhee Kahar (University of Dundee)|Ruhee Kahar and colleagues at several institutions have requested AAVSO observers' assistance in monitoring five YSO stars in support of high-resolution spectra data obtained with CARMENES in a study of accreting young stars.|The researchers aim to study the velocities and temporal variability of accretion related lines in intermediate-mass young stars, which are a topic of ongoing research. The study is a first-time exploration of the circumstellar environment in intermediate-mass young stars|RY TAU; UX ORI; CO ORI; RR TAU; R MON|2022-11-17|2022-11-30|Archived
786|Alert Notice 786: Monitoring of V338 Boo requested||Monitoring of double-mode RR Lyr variable V338 Boo.|Monitoring is required to thoroughly document the long-term fluctuations of this double-mode (RRd) RR Lyrae variable star. Previous research has shown this star to display peculiar behaviour; TESS observations have provided further clarity, yet the observational window was inadequate to comprehend the full scale of the changes.|V338 Boo|2022-07-12|2022-12-06|Archived
806|Alert Notice 806: Schedule for BP Tau observations with HST|Dr. Frederick Walter|ODYSSEUS is an international collaborative campaign to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|BP Tau will not be observed by TESS during this period, making other photometry crucial. Observations of the final HST/ULLYSES/ODYSSEUS target, BP Tau, are intended to establish trends in the color variability.|BP Tau|2022-12-31|2023-01-06|Archived
801|Alert Notice 801: GM Aur and BP Tau monitoring for HST and TESS|Dr. Frederick Walter (Stony Brook University)|AAVSO observers' assistance in monitoring the classical T Tau stars GM Aur and BP Tau in support of observations with HST and TESS scheduled for now through mid-January 2023. The campaign aims to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets, via the time-variability of these systems.|These are monitoring targets, so the HST will obtain 4 sets of UV spectra of each star over an interval of about 3 weeks (3 rotation periods). In addition, both targets are in TESS sector 59, which will be observed continuously for 27 days, 26 November through 23 December. The important thing is to establish the trends in the color variability. Typical variability timescales are a few hours. TESS will catch the flares.|GM Aur; BP Tau|2022-11-26|2023-01-07|Archived
802|Alert Notice 802: HST observing BP Tau this week - photometry needed|Dr. Frederick Walter|This is a request for photometry leading up to, or during the HST observations, of the classical T Tau star BP Tau. The target, BP Tau, is part of the ODYSSEUS international collaborative campaign to understand the processes involved in the formation of low mass stars, their circumstellar disks, and their planets.|Observations of BP Tau, the final HST/ULLYSES/ODYSSEUS target, are underway. The HST will obtain 4 sets of UV spectra over an interval of about 3 weeks (3 rotation periods). However, there will be no TESS coverage of BP Tau for the second half of the HST observations (23 December - 7 January); during this interval the photometry will be more important.|BP Tau|2022-12-13|2023-01-07|Archived
805|Alert Notice 805: V479 And to be observed with HST this week|Dr. Anna Francesca Pala|Observations of the cataclysmic variable V479 And have been scheduled with the Hubble Space Telescope for 2022 December 22 21:57:07 - December 23 03:27:30 UT.|A positive V observation no more than 24 hours before the HST observation start-time is required for the HST team to make a decision about allowing the observations to take place.|V479 And|2022-12-22|2023-01-07|Archived
808|Alert Notice 808: Bright outburst of the blazar 4C 31.03|N/A|The blazar 4C 31.03 is undergoing an unprecedentedly bright outburst. Gamma-ray flaring in this Active Galactic Nucleus (AGN) was detected by the Fermi Large Area Telescope (LAT) om 2023 January 1 and 2. Follow-up optical observations show the quasar brighter than ever previously detected.|N/A|4C 31.03|2023-01-09|2023-01-10|Archived
789|Alert Notice 789: Photometry and spectroscopy requested for 9 TESS targets||AAVSO observers' assistance in a campaign underway on flare stars, requesting time-series photometry and spectroscopy of nine M-dwarf flare stars. The ground-based photometry and spectroscopy will be combined with TESS photometry, to characterize the stellar flares.|Coordinated multi-wavelength photometry and spectroscopy will improve our understanding of flare contribution to the high energy environments of low-mass stars.|V396 AUR; TYC 3384-35-1 (Aur); TYC 4386-1592-1 (UMa); CR DRA; NSV 23386 (Dra); V383 LAC; EV LAC; HIP 114066 (Cep); EQ PEG A|2022-08-22|2023-01-18|Archived
809|Alert Notice 809: Monitoring of AB Aur requested for HST support|Drs. Lauren Biddle, Brendan Bowler, and Yifan Zhou (University of Texas)|Drs. Lauren Biddle, Brendan Bowler, and Yifan Zhou (University of Texas) request AAVSO observers' assistance in monitoring the bright (6.9-8.4V) young, accreting A0 Herbig Ae star, AB Aur, in support of HST observations planned for 2023.|The nature of this experiment relies heavily on variability of the central star, and so it is essential that we understand the nature of its variability to the fullest extent during the months leading up to, and overlapping with, the HST observations. This monitoring campaign will provide critical support for the success of our HST program by enabling us to recover the characteristics of AB Aur’s variability.|AB Aur|2023-01-17|2023-01-18|Archived
810|Alert Notice 810: ASASSN-18dg and SDSS-J080449.49+161624.8 to be observed with HST|Dr. Anna Francesca Pala|N/A|N/A|ASASSN-18dg; SDSS-J080449.49+161624.8|2023-02-03|2023-02-04|Archived
779|Alert Notice 779: Recurrent nova U Sco in surprise eruption needs long time series for the next month|Prof. Brad Schaefer|The recurrent nova U Sco is undergoing an eruption. Coverage is requested beginning immediately and continuing through to the end of the eruption expected around 11 August. All magnitude estimates are useful, but the most useful are long time series in any single filter (or filterless).|As the eruption proceeds, there will be many requests for optical and spectroscopic coverage in support of multiwavelength observations of U Sco being made with numerous space- and ground-based instruments.|U Sco|2022-06-07|2023-02-06|Archived
811|AAVSO Alert Notice 811: AB Aur being observed with HST now|Dr. Lauren Biddle (University of Texas)|HST observations of the bright (6.9-8.4V) young, accreting A0 Herbig Ae star, AB Aur|The science goals of this campaign would be best supported by a time-series with observational cadence that covers a range of timescales: high-cadence (hourly), medium cadence (weekly), and low-cadence (monthly).|AB Aur|2023-02-07|2023-02-08|Archived
815|Alert Notice 815: T Pyx monitoring requested for upcoming HST observations|Dr. Patrick Godon|Dr. Patrick Godon (Villanova University) requests AAVSO observers' assistance in monitoring the recurrent nova T Pyx, beginning immediately, in support of upcoming HST ultraviolet and optical spectroscopic observations scheduled for March 20-21, 2023.|Monitoring T Pyx and knowing its status is essential to be sure that it has not gone into outburst during (or before) the HST observations. The eruption of T Pyx can reach V=6 or so and could destroy the detectors of HST and grill some of its hardware. Additionally, the observations will also reveal whether other unusual source fluctuations occur.|T Pyx|2023-02-28|2023-03-01|Archived
814|AAVSO Alert Notice 814: HST observations of AB Aur this week|Dr. Lauren Biddle|A second set of HST observations on a young, accreting A0 Herbig Ae star, AB Aur is scheduled. Observations should continue with a range of high-cadence, medium cadence, and low-cadence observations. Observers are requested to continue stack exposures for improved results.|The science goals of this campaign would be best supported by a time-series with observational cadence that covers a range of timescales: high-cadence (hourly), medium cadence (weekly), and low-cadence (monthly).|AB Aur|2023-02-27|2023-03-02|Archived
816|Alert Notice 816: KR Aur observations needed tonight for HST check|Drs. Anna Francesca Pala, and Thomas Kupfer|Assistance is needed in observing the novalike cataclysmic variable KR Aur in support of HST observations scheduled for March 11, 2023 UT.|A few weeks ago we triggered the ToO HST observations for KR Aur, since it entered a low state at the end of January, with HST observations finally scheduled for March 11th. It's currently at safe brightness for HST. Observation tonight is particularly important for positive detection to ensure that it is safe for observation with COS.|KR Aur|2023-03-09|2023-03-10|Archived
812|Alert Notice 812: RT Cru monitoring requested in support of XMM and NuStar observations|Drs. Frederick Walter (Stony Brook University) and Juan Luna (Instituto de Astronomía y Física del Espacio)|Monitoring of the symbiotic nova RT Cru is needed in support of XMM + NuStar observations scheduled for 2023 February 20/21 UT.|RT Cru is decaying from a recent 1-2 year-long maximum, presumably near periastron in an elliptical orbit, during which the accretion onto the white dwarf from the red giant wind is enhanced. The astronomers are continuing to obtain spectra in an attempt to map out the orbit (the period is probably about 10 years), and will get some high time resolution photometry to look for flickering.|RT Cru|2023-02-10|2023-03-31|Archived
